file,best_clusters,scores,all_clusters,max_score
27,[1 0 0 1 2 1 2 1 2 1 1 1 0 1],"[0.4421781423299936, 0.5844318458057315, 0.41637820141365856, 0.5015582573369443, 0.20083062185225162, 0.17894334607218645, 0.10770717783530537, 0.1339740932959032, 0.12947612665538352, 0.1594583274331288, 0.10620400123418346, 0.11451922950482166]","[array([1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1], dtype=int32), array([1, 0, 0, 1, 2, 1, 2, 1, 2, 1, 1, 1, 0, 1], dtype=int32), array([3, 1, 1, 3, 2, 0, 2, 0, 2, 0, 3, 0, 1, 0], dtype=int32), array([1, 0, 0, 1, 2, 4, 2, 3, 2, 4, 3, 4, 0, 4], dtype=int32), array([1, 0, 0, 1, 2, 5, 4, 3, 2, 1, 3, 5, 0, 1], dtype=int32), array([6, 3, 3, 6, 1, 2, 4, 0, 1, 2, 5, 2, 3, 0], dtype=int32), array([7, 1, 1, 6, 2, 0, 3, 4, 2, 0, 5, 0, 1, 4], dtype=int32), array([8, 3, 3, 5, 0, 6, 7, 1, 0, 2, 4, 2, 3, 1], dtype=int32), array([8, 2, 4, 0, 1, 9, 7, 6, 1, 3, 5, 3, 4, 6], dtype=int32), array([ 9,  3,  4,  1,  5,  8,  0,  7,  5,  2,  6,  2,  4, 10],
      dtype=int32), array([ 7,  1,  4, 10,  2,  5,  3,  8, 11,  0,  6,  0,  4,  9],
      dtype=int32), array([ 8,  1,  5,  3, 11, 10,  7,  9,  2, 12,  6,  4,  5,  0],
      dtype=int32)]",0.5844318458057315
28,[3 1 1 0 2 0 2 1 3 2 0 0 0 1 0],"[0.3693263894041435, 0.32480161978181943, 0.4382290196599419, 0.4161581566739273, 0.28174105416668244, 0.1564347194036615, 0.15094692255939343, 0.14866308598868402, 0.0012091490840410494, -0.015853781548662127, -0.038723259992729527, -0.12912672925809884, -0.06417431536043545]","[array([0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1], dtype=int32), array([0, 2, 2, 1, 2, 1, 2, 2, 0, 2, 1, 1, 1, 2, 1], dtype=int32), array([3, 1, 1, 0, 2, 0, 2, 1, 3, 2, 0, 0, 0, 1, 0], dtype=int32), array([1, 3, 3, 2, 4, 2, 4, 0, 1, 4, 2, 2, 2, 3, 2], dtype=int32), array([2, 3, 3, 4, 1, 4, 1, 5, 2, 1, 0, 0, 0, 3, 4], dtype=int32), array([4, 1, 1, 0, 3, 0, 6, 5, 4, 3, 2, 2, 2, 1, 0], dtype=int32), array([3, 0, 6, 4, 2, 4, 7, 5, 3, 2, 1, 1, 1, 0, 4], dtype=int32), array([3, 2, 5, 4, 0, 4, 6, 7, 8, 0, 1, 1, 1, 2, 4], dtype=int32), array([5, 2, 8, 4, 3, 9, 6, 0, 7, 3, 1, 1, 4, 2, 4], dtype=int32), array([ 7,  0,  8, 10,  5,  6,  2,  4,  3,  5,  9,  9,  1,  0, 10],
      dtype=int32), array([ 3,  7,  1, 10, 11,  8,  4,  5,  6,  2,  9,  9,  0,  7, 10],
      dtype=int32), array([ 3, 12,  8,  9,  1,  4,  6,  5,  7, 10,  0,  0, 11,  2,  9],
      dtype=int32), array([ 5, 12,  9,  3,  2, 11,  0,  6,  8,  7, 13,  1, 10,  4,  3],
      dtype=int32)]",0.4382290196599419
29,[3 5 1 0 0 2 4 2 0 0 0 5 3],"[0.42791356559357535, 0.5695604972069325, 0.5622438785796098, 0.5610537941031538, 0.5707617546578034, 0.2864698666016301, 0.27916457638652337, 0.22821704252039593, 0.2455731433799884, 0.12369472750317732, 0.1427254063501135]","[array([0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0], dtype=int32), array([0, 2, 2, 0, 0, 1, 2, 1, 0, 0, 0, 2, 0], dtype=int32), array([3, 0, 0, 1, 1, 2, 0, 2, 1, 1, 1, 0, 3], dtype=int32), array([3, 2, 2, 1, 1, 0, 4, 0, 1, 1, 1, 2, 3], dtype=int32), array([3, 5, 1, 0, 0, 2, 4, 2, 0, 0, 0, 5, 3], dtype=int32), array([5, 2, 4, 6, 6, 1, 3, 1, 0, 6, 0, 2, 0], dtype=int32), array([3, 2, 5, 1, 1, 0, 4, 0, 6, 1, 6, 2, 7], dtype=int32), array([3, 4, 1, 0, 8, 2, 5, 2, 7, 0, 7, 4, 6], dtype=int32), array([6, 0, 8, 1, 7, 2, 4, 2, 5, 9, 5, 0, 3], dtype=int32), array([ 2,  1,  5,  9,  8,  4,  3,  4,  6,  0,  6, 10,  7], dtype=int32), array([ 5, 10,  2,  9,  8,  3,  4,  3,  1,  6, 11,  0,  7], dtype=int32)]",0.5707617546578034
30,[1 0 0 1 0 0 0 1],"[0.4115626896731921, 0.19042108862452106, -0.1486663450553688, -0.030387308324606774, 0.019701903822281937, -0.0017715758178989522]","[array([1, 0, 0, 1, 0, 0, 0, 1], dtype=int32), array([2, 1, 1, 0, 1, 1, 1, 0], dtype=int32), array([1, 2, 0, 3, 0, 2, 0, 3], dtype=int32), array([4, 1, 1, 0, 3, 1, 2, 3], dtype=int32), array([0, 4, 3, 2, 1, 4, 5, 1], dtype=int32), array([2, 1, 4, 6, 3, 1, 5, 0], dtype=int32)]",0.4115626896731921
31,[1 1 1 0 0 1 0 1 1 1],"[0.47613969345649937, 0.22236016775728168, -0.3018074744656893, -0.23575284107236186, -0.07830029703156902, -0.030993004209937502, -0.02921323769397351, 0.018876023778719116]","[array([1, 1, 1, 0, 0, 1, 0, 1, 1, 1], dtype=int32), array([1, 1, 1, 2, 2, 0, 2, 1, 1, 1], dtype=int32), array([0, 0, 2, 1, 1, 3, 1, 0, 0, 0], dtype=int32), array([3, 3, 0, 1, 4, 2, 1, 3, 3, 3], dtype=int32), array([1, 1, 5, 0, 4, 3, 2, 1, 1, 1], dtype=int32), array([3, 1, 5, 6, 4, 0, 2, 3, 1, 3], dtype=int32), array([7, 5, 4, 3, 1, 6, 2, 0, 5, 0], dtype=int32), array([7, 6, 3, 1, 4, 2, 5, 8, 6, 0], dtype=int32)]",0.47613969345649937
32,[1 0 0 1 3 1 2 2 1 2 1 1 1],"[0.547000846810966, 0.6032243669813206, 0.6671500580499118, 0.3723959821494031, 0.06151343163562501, 0.06503570623001326, 0.006324472098394758, 0.12345148975039383, 0.10528192853356691, 0.005145715413923766, 0.04996229254970949]","[array([0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0], dtype=int32), array([0, 2, 2, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0], dtype=int32), array([1, 0, 0, 1, 3, 1, 2, 2, 1, 2, 1, 1, 1], dtype=int32), array([0, 4, 4, 2, 1, 0, 3, 3, 2, 3, 2, 2, 2], dtype=int32), array([2, 4, 4, 2, 1, 0, 3, 5, 2, 3, 2, 2, 2], dtype=int32), array([0, 3, 3, 4, 5, 0, 2, 6, 4, 2, 4, 1, 4], dtype=int32), array([7, 0, 0, 1, 5, 4, 2, 3, 1, 2, 1, 6, 1], dtype=int32), array([6, 1, 1, 7, 5, 0, 3, 4, 2, 3, 2, 8, 2], dtype=int32), array([8, 0, 0, 1, 3, 5, 2, 4, 9, 2, 6, 7, 6], dtype=int32), array([ 5, 10,  2,  8,  4,  7,  1,  3,  9,  1,  0,  6,  0], dtype=int32), array([ 6, 10,  2,  9,  4,  5,  1,  3,  8,  1,  0,  7, 11], dtype=int32)]",0.6671500580499118
33,[0 1 1 0 2 0 2 1 0 2 0 0 0],"[0.4954880036216325, 0.6308857085816366, -0.02545146278675437, 0.04520538124191596, -0.20958147721259568, -0.08933391038117702, -0.07176421674511316, -0.023248375939209334, 0.04872756720486148, 0.03775449343520448, -0.0023251736543104373]","[array([0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0], dtype=int32), array([0, 1, 1, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0], dtype=int32), array([1, 2, 2, 1, 0, 3, 0, 3, 1, 0, 1, 1, 1], dtype=int32), array([1, 0, 0, 1, 2, 4, 3, 4, 1, 2, 1, 1, 1], dtype=int32), array([0, 1, 1, 0, 2, 5, 3, 4, 0, 2, 0, 0, 0], dtype=int32), array([3, 1, 1, 3, 5, 6, 2, 4, 0, 5, 3, 3, 0], dtype=int32), array([7, 2, 2, 7, 1, 6, 5, 3, 4, 1, 0, 0, 4], dtype=int32), array([6, 1, 1, 6, 2, 7, 3, 4, 5, 8, 0, 0, 5], dtype=int32), array([8, 2, 2, 9, 7, 3, 5, 6, 4, 1, 0, 0, 4], dtype=int32), array([10,  3,  8,  9,  7,  5,  6,  0,  1,  2,  4,  4,  1], dtype=int32), array([ 7,  9,  1, 10,  3,  0,  5,  4,  6,  8,  2,  2, 11], dtype=int32)]",0.6308857085816366
34,[1 2 2 1 0 1 0 2 1 0 1 1 1],"[0.4271817477802099, 0.5918071155470724, 0.5550388011128449, 0.3339584332792516, 0.3473537970803244, 0.16433124099534716, -0.13892214672966083, -0.03605370793437982, -0.027886848777480096, -0.03881910892234363, -0.006299266971971292]","[array([0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], dtype=int32), array([1, 2, 2, 1, 0, 1, 0, 2, 1, 0, 1, 1, 1], dtype=int32), array([0, 2, 2, 3, 1, 3, 1, 2, 0, 1, 0, 3, 0], dtype=int32), array([3, 1, 1, 0, 2, 4, 2, 1, 0, 2, 4, 3, 0], dtype=int32), array([0, 2, 2, 5, 1, 4, 1, 2, 3, 1, 4, 0, 3], dtype=int32), array([0, 1, 1, 4, 2, 6, 2, 1, 3, 2, 5, 0, 3], dtype=int32), array([3, 5, 5, 7, 1, 6, 1, 2, 3, 1, 4, 0, 3], dtype=int32), array([8, 3, 3, 5, 2, 7, 2, 0, 1, 2, 6, 4, 1], dtype=int32), array([0, 1, 1, 4, 2, 6, 2, 9, 3, 7, 5, 8, 3], dtype=int32), array([ 6,  1,  1,  5,  2,  8,  2,  7,  0, 10,  4,  3,  9], dtype=int32), array([ 0,  2,  2,  5, 11,  3,  7,  9,  4,  1,  8,  6, 10], dtype=int32)]",0.5918071155470724
35,[0 1 1 0 2 2 1 0 2 0 0 1 1],"[0.37821291356109743, 0.5997000675037699, 0.4244355917351088, 0.0703033652861264, 0.004416154784120607, 0.0453927032893975, 0.19977689630876963, 0.13415963852865737, 0.11711881431661567, -0.035908383855965335, -0.006103968349358267]","[array([1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0], dtype=int32), array([0, 1, 1, 0, 2, 2, 1, 0, 2, 0, 0, 1, 1], dtype=int32), array([3, 2, 2, 1, 0, 0, 2, 3, 0, 1, 3, 2, 2], dtype=int32), array([0, 2, 2, 4, 1, 1, 3, 0, 1, 0, 0, 2, 2], dtype=int32), array([0, 2, 2, 3, 1, 1, 4, 0, 1, 3, 0, 2, 5], dtype=int32), array([5, 1, 1, 4, 2, 2, 3, 0, 2, 0, 0, 1, 6], dtype=int32), array([1, 0, 6, 4, 2, 2, 5, 1, 2, 7, 1, 0, 3], dtype=int32), array([7, 8, 1, 4, 2, 2, 3, 0, 2, 6, 0, 8, 5], dtype=int32), array([9, 7, 3, 5, 0, 0, 4, 2, 0, 8, 2, 6, 1], dtype=int32), array([ 1,  2,  6,  3, 10, 10,  9,  4,  0,  8,  4,  7,  5], dtype=int32), array([ 7,  1,  5,  3,  2,  2,  6,  0, 11,  9, 10,  8,  4], dtype=int32)]",0.5997000675037699
36,[1 0 0 1 2 2 0 2 2 1 1 0 0],"[0.4577859125336837, 0.5274388802239316, 0.42953201428740617, 0.3403617000121431, 0.22131278663606907, 0.20845933022316837, -0.05980696648786123, 0.09299829697535672, -0.13437799442326365, -0.07460296839934079, 0.010646153575959728]","[array([0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1], dtype=int32), array([1, 0, 0, 1, 2, 2, 0, 2, 2, 1, 1, 0, 0], dtype=int32), array([2, 0, 0, 2, 3, 3, 0, 1, 3, 2, 2, 0, 0], dtype=int32), array([4, 1, 1, 0, 2, 2, 1, 0, 2, 4, 0, 3, 1], dtype=int32), array([2, 1, 5, 2, 3, 3, 1, 4, 0, 2, 4, 1, 1], dtype=int32), array([0, 3, 5, 4, 2, 2, 3, 4, 6, 0, 4, 1, 3], dtype=int32), array([1, 5, 4, 2, 3, 6, 5, 2, 3, 1, 2, 7, 0], dtype=int32), array([2, 1, 6, 5, 4, 3, 1, 0, 7, 2, 5, 8, 1], dtype=int32), array([6, 3, 5, 6, 2, 8, 3, 4, 9, 1, 1, 0, 7], dtype=int32), array([ 2,  3,  6, 10,  4,  0,  3,  5,  7,  8,  8,  1,  9], dtype=int32), array([ 9,  1,  3, 10,  4,  8,  1,  7,  2,  6,  0,  5, 11], dtype=int32)]",0.5274388802239316
37,[1 2 2 3 0 0 2 1 0 1 3 2 2],"[0.36984177386223716, 0.4653549017247623, 0.5565301483022593, 0.38324368509351703, 0.10663488305055153, 0.23850680491786777, -0.07259490093961185, 0.06549278241287614, 0.20675159918222782, 0.1804452615728976, -0.04904580231463826]","[array([1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1], dtype=int32), array([0, 1, 1, 0, 2, 2, 1, 0, 2, 0, 0, 1, 1], dtype=int32), array([1, 2, 2, 3, 0, 0, 2, 1, 0, 1, 3, 2, 2], dtype=int32), array([2, 3, 3, 4, 1, 1, 0, 2, 1, 2, 4, 0, 0], dtype=int32), array([1, 4, 4, 0, 3, 3, 2, 5, 3, 5, 0, 2, 2], dtype=int32), array([0, 1, 1, 4, 2, 2, 6, 5, 2, 5, 4, 6, 3], dtype=int32), array([5, 4, 4, 0, 2, 2, 6, 3, 2, 3, 7, 1, 1], dtype=int32), array([5, 3, 3, 4, 1, 1, 6, 0, 1, 0, 7, 2, 8], dtype=int32), array([6, 8, 0, 4, 1, 1, 5, 2, 1, 2, 9, 7, 3], dtype=int32), array([ 7,  4,  9,  8,  1,  1,  6, 10,  1,  0,  3,  5,  2], dtype=int32), array([ 5,  9,  1,  4,  2,  2,  6, 10, 11,  0,  7,  8,  3], dtype=int32)]",0.5565301483022593
38,[0 1 1 3 2 1 2 3 3 0 1],"[0.3393736271380758, 0.5016551658316598, 0.5736260377477825, 0.26321866928039045, 0.056714718312336126, -0.05783997744758158, -0.08110417145761749, 0.015119820656529287, -0.0800610233361063]","[array([0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1], dtype=int32), array([1, 0, 0, 1, 2, 0, 2, 1, 1, 0, 0], dtype=int32), array([0, 1, 1, 3, 2, 1, 2, 3, 3, 0, 1], dtype=int32), array([4, 0, 0, 3, 2, 0, 2, 1, 1, 4, 0], dtype=int32), array([1, 0, 5, 5, 2, 4, 2, 3, 3, 1, 0], dtype=int32), array([4, 1, 6, 0, 2, 5, 2, 3, 3, 4, 1], dtype=int32), array([7, 1, 5, 6, 2, 4, 2, 0, 0, 3, 1], dtype=int32), array([3, 8, 7, 4, 2, 5, 2, 0, 0, 6, 1], dtype=int32), array([3, 8, 7, 1, 2, 6, 9, 4, 4, 5, 0], dtype=int32)]",0.5736260377477825
39,[3 0 2 3 1 2 0 3 1 1 2 0 0 0],"[0.3114102789236607, 0.4446253857659431, 0.5053541343847842, 0.36098232588711526, 0.4048861191746826, 0.26530898976175743, 0.276383497664571, 0.06538797919631896, 0.060869485878844776, 0.040943303599097335, 0.09230293364801126, 0.12347777972494163]","[array([0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1], dtype=int32), array([0, 0, 1, 1, 2, 1, 0, 1, 2, 1, 1, 0, 0, 0], dtype=int32), array([3, 0, 2, 3, 1, 2, 0, 3, 1, 1, 2, 0, 0, 0], dtype=int32), array([3, 0, 1, 4, 2, 1, 0, 4, 2, 4, 1, 0, 0, 0], dtype=int32), array([3, 0, 2, 4, 1, 2, 0, 4, 1, 5, 2, 0, 0, 0], dtype=int32), array([5, 1, 4, 0, 3, 2, 1, 0, 3, 6, 2, 1, 1, 1], dtype=int32), array([4, 0, 7, 1, 2, 3, 5, 1, 2, 6, 3, 5, 5, 5], dtype=int32), array([5, 4, 6, 1, 2, 3, 8, 1, 2, 7, 3, 0, 8, 0], dtype=int32), array([6, 0, 8, 3, 1, 7, 4, 3, 1, 5, 2, 9, 4, 9], dtype=int32), array([ 4,  7,  8,  2,  0,  9,  1, 10,  0,  5,  3,  6,  1,  6],
      dtype=int32), array([ 5,  8,  4,  9,  6,  7, 11,  2,  6,  0,  3,  1, 10,  1],
      dtype=int32), array([ 5, 10,  8,  3,  1,  4, 11,  7,  1,  6,  2,  0,  9, 12],
      dtype=int32)]",0.5053541343847842
40,[0 3 1 2 3 0 1 0 3 3 1 1 2 1],"[0.4294633722034118, 0.4458840379541003, 0.557588758272465, 0.2449525751186612, -0.27368835029957955, -0.37000115252251076, -0.2441252971366723, -0.12251557280936357, -0.12243263028680383, -0.0738030416761718, -0.09141067768943653, -0.07377785504292832]","[array([0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], dtype=int32), array([1, 1, 0, 2, 1, 1, 0, 1, 1, 1, 0, 0, 2, 0], dtype=int32), array([0, 3, 1, 2, 3, 0, 1, 0, 3, 3, 1, 1, 2, 1], dtype=int32), array([4, 2, 1, 3, 2, 4, 1, 2, 0, 2, 1, 1, 3, 1], dtype=int32), array([3, 4, 2, 0, 1, 3, 5, 4, 1, 1, 2, 2, 0, 2], dtype=int32), array([3, 4, 0, 2, 4, 3, 6, 1, 5, 4, 0, 0, 2, 0], dtype=int32), array([7, 2, 1, 3, 2, 0, 5, 4, 6, 2, 1, 1, 3, 1], dtype=int32), array([6, 4, 1, 3, 4, 5, 7, 2, 0, 4, 1, 8, 3, 1], dtype=int32), array([7, 5, 4, 3, 1, 0, 8, 9, 6, 1, 4, 2, 3, 4], dtype=int32), array([ 7,  2,  4, 10,  9,  5,  8,  0,  6,  2,  4,  1,  3,  4],
      dtype=int32), array([ 7,  2,  1,  9,  8,  4,  5,  6,  0,  2,  1, 10,  3, 11],
      dtype=int32), array([ 7, 12,  3,  9, 11,  4,  0,  6,  5,  1,  3,  8,  2, 10],
      dtype=int32)]",0.557588758272465
41,[1 3 4 4 3 2 0 1 2 3 2 3 0 0 0 0],"[0.32801989852365354, 0.3911929048665098, 0.3452468476165048, 0.43645849123217473, 0.08820452795845142, 0.1314429047565979, 0.09317789215452765, -0.01982234126146027, -0.01377300025339402, -0.022374223327690256, -0.022374223327690256, 0.04635246044696728, 0.01053412548156775, -0.04524960474520463]","[array([0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1], dtype=int32), array([2, 0, 1, 1, 0, 2, 1, 2, 2, 0, 2, 0, 1, 1, 1, 1], dtype=int32), array([2, 1, 3, 3, 1, 2, 0, 2, 2, 1, 2, 1, 0, 0, 0, 0], dtype=int32), array([1, 3, 4, 4, 3, 2, 0, 1, 2, 3, 2, 3, 0, 0, 0, 0], dtype=int32), array([2, 3, 1, 1, 5, 0, 4, 2, 0, 3, 0, 3, 4, 1, 4, 1], dtype=int32), array([5, 0, 3, 3, 4, 2, 1, 5, 6, 0, 2, 0, 1, 1, 1, 1], dtype=int32), array([0, 5, 3, 3, 7, 4, 1, 0, 2, 6, 4, 5, 1, 1, 1, 1], dtype=int32), array([1, 7, 4, 4, 5, 2, 6, 1, 8, 3, 2, 7, 6, 0, 6, 0], dtype=int32), array([4, 0, 3, 3, 6, 2, 5, 4, 7, 8, 2, 0, 5, 1, 9, 1], dtype=int32), array([ 2,  7,  5, 10,  8,  3,  6,  2,  0,  4,  3,  7,  6,  1,  9,  1],
      dtype=int32), array([ 2,  5,  6, 10,  9,  7,  4,  2,  0,  3,  8,  5,  4,  1, 11,  1],
      dtype=int32), array([ 1,  3, 11,  4,  5,  2,  6,  1,  8,  7, 10, 12,  6,  9,  0,  9],
      dtype=int32), array([ 5, 10,  0, 13,  4,  9,  2,  5,  6, 12,  3,  1, 11,  7,  8,  7],
      dtype=int32), array([13, 10,  8, 14,  6,  9,  0,  5,  2, 11,  7,  1, 12,  3,  4,  3],
      dtype=int32)]",0.43645849123217473
42,[2 2 0 0 1 1 0 1 1 1 1 0 0 3 3],"[0.428936833384455, 0.4411930713252206, 0.587278497502787, 0.5393145978538441, 0.5254978345943687, 0.5459282435033158, 0.266375567908134, 0.17057896562032218, 0.13808252386799275, 0.06372204965581131, 0.037759481925647466, -0.0476439616486486, -0.024809973656007515]","[array([0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1], dtype=int32), array([1, 1, 0, 0, 2, 2, 0, 2, 2, 1, 2, 0, 0, 1, 0], dtype=int32), array([2, 2, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 3, 3], dtype=int32), array([4, 4, 1, 1, 0, 0, 1, 0, 0, 2, 0, 1, 1, 3, 3], dtype=int32), array([5, 5, 2, 2, 3, 4, 2, 3, 3, 1, 3, 2, 2, 0, 0], dtype=int32), array([2, 2, 1, 1, 5, 4, 1, 0, 5, 6, 0, 1, 1, 3, 3], dtype=int32), array([2, 2, 1, 7, 0, 6, 7, 4, 0, 5, 4, 7, 1, 3, 3], dtype=int32), array([2, 2, 0, 7, 6, 5, 7, 1, 8, 4, 1, 7, 0, 3, 3], dtype=int32), array([3, 3, 1, 4, 0, 7, 4, 6, 8, 2, 9, 4, 1, 5, 5], dtype=int32), array([ 0,  0, 10,  1,  8,  5,  1,  7,  9,  3,  2,  1, 10,  6,  4],
      dtype=int32), array([ 2,  2,  0,  7,  4,  5, 11,  1,  8,  6,  9,  7,  0,  3, 10],
      dtype=int32), array([ 4, 12,  0,  7,  8,  5, 10,  3,  6,  1,  9,  7,  0, 11,  2],
      dtype=int32), array([12,  2,  0, 13,  6,  8, 11,  7,  9,  5,  1,  3,  0,  4, 10],
      dtype=int32)]",0.587278497502787
43,[3 0 2 2 3 1 3 0 3 3 2 2 1 0],"[0.3485376017985939, 0.34739458054657274, 0.3835307829673696, 0.30269482857272756, 0.25427778822958097, 0.19134157887923367, 0.24713736147127235, 0.05976979784442011, 0.03265072548207743, -0.031012047576423812, -0.0025788141117773044, 0.01535186771093904]","[array([0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0], dtype=int32), array([2, 1, 0, 0, 1, 0, 1, 2, 2, 1, 0, 0, 2, 2], dtype=int32), array([3, 0, 2, 2, 3, 1, 3, 0, 3, 3, 2, 2, 1, 0], dtype=int32), array([2, 0, 1, 1, 0, 3, 0, 2, 2, 0, 1, 1, 3, 4], dtype=int32), array([0, 4, 1, 1, 0, 1, 2, 4, 0, 2, 1, 1, 5, 3], dtype=int32), array([2, 0, 1, 1, 4, 3, 4, 6, 2, 4, 1, 1, 3, 5], dtype=int32), array([2, 6, 3, 3, 0, 1, 0, 4, 7, 0, 3, 3, 1, 5], dtype=int32), array([7, 4, 0, 0, 7, 3, 1, 6, 2, 1, 8, 0, 3, 5], dtype=int32), array([8, 7, 0, 0, 8, 4, 1, 5, 2, 1, 9, 0, 3, 6], dtype=int32), array([10,  2,  1,  1,  7,  8,  4,  6,  0,  4,  9,  1,  3,  5],
      dtype=int32), array([ 7,  9, 11,  1,  6,  8,  2,  4,  3,  2, 10,  1,  0,  5],
      dtype=int32), array([ 4,  0, 11,  2, 10,  8,  3,  1,  7,  3,  9, 12,  6,  5],
      dtype=int32)]",0.3835307829673696
44,[0 1 1 0 0 0 0 1 1 1 1],"[0.5726319044791371, 0.48756931264225917, 0.4957981400165283, 0.23899821151039868, 0.051373018337825795, 0.14663316297292245, 0.08240313429548608, 0.0002991699450863419, 0.03953226383475957]","[array([0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], dtype=int32), array([0, 1, 1, 0, 0, 0, 0, 1, 1, 2, 1], dtype=int32), array([1, 2, 2, 1, 3, 3, 1, 2, 2, 0, 2], dtype=int32), array([4, 1, 1, 2, 0, 0, 2, 1, 1, 3, 1], dtype=int32), array([4, 0, 0, 5, 1, 1, 5, 3, 0, 2, 3], dtype=int32), array([5, 3, 3, 4, 1, 1, 4, 0, 6, 2, 0], dtype=int32), array([5, 1, 1, 0, 2, 7, 0, 4, 6, 3, 4], dtype=int32), array([0, 1, 1, 3, 7, 2, 3, 5, 6, 4, 8], dtype=int32), array([5, 2, 9, 1, 3, 7, 1, 8, 6, 0, 4], dtype=int32)]",0.5726319044791371
45,[0 1 1 0 2 2 0 0 1 1 3 1],"[0.44859996893280574, 0.5692599421209567, 0.5972954180515043, 0.36636863618340487, 0.3162745532431436, 0.17429772260726206, 0.12722100704364184, -0.017269932711797758, -0.049998847883640736, -0.012259377900943795]","[array([0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1], dtype=int32), array([2, 1, 1, 2, 0, 0, 2, 2, 1, 1, 0, 1], dtype=int32), array([0, 1, 1, 0, 2, 2, 0, 0, 1, 1, 3, 1], dtype=int32), array([2, 0, 0, 2, 1, 1, 2, 4, 0, 0, 3, 0], dtype=int32), array([4, 1, 1, 4, 3, 3, 5, 0, 1, 1, 2, 1], dtype=int32), array([2, 0, 0, 2, 3, 3, 5, 4, 6, 6, 1, 6], dtype=int32), array([7, 1, 1, 2, 0, 0, 6, 5, 4, 4, 3, 4], dtype=int32), array([8, 4, 4, 1, 3, 3, 7, 6, 5, 5, 2, 0], dtype=int32), array([7, 6, 6, 0, 8, 4, 3, 5, 1, 1, 2, 9], dtype=int32), array([ 9,  4,  4,  2,  8,  0,  7,  6,  3, 10,  5,  1], dtype=int32)]",0.5972954180515043
46,[1 0 0 1 0 1 1 1 0 0 0],"[0.5274089784366938, 0.46798753052261954, -0.07122284185918297, -0.07764425770993509, -0.3011037867737718, -0.10464316516080613, -0.11221453121567761, -0.051215291652097976, -0.009000824923242641]","[array([1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0], dtype=int32), array([0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 1], dtype=int32), array([2, 0, 0, 1, 3, 1, 1, 1, 0, 0, 0], dtype=int32), array([3, 1, 1, 0, 2, 4, 4, 4, 1, 1, 1], dtype=int32), array([5, 3, 0, 1, 2, 1, 1, 1, 0, 4, 3], dtype=int32), array([6, 2, 2, 3, 1, 4, 0, 4, 2, 2, 5], dtype=int32), array([4, 1, 5, 3, 2, 0, 6, 0, 5, 7, 1], dtype=int32), array([0, 1, 5, 6, 3, 7, 2, 4, 5, 8, 1], dtype=int32), array([2, 5, 1, 6, 3, 7, 0, 4, 5, 8, 9], dtype=int32)]",0.5274089784366938
47,[0 1 1 2 1 0 0 0 1 2 0 1],"[0.37480158867731794, 0.428886188950847, -0.013077608971405844, 0.061952511686888236, 0.18316442875421957, 0.23085433934510213, 0.022256547608764995, -0.061458926718779096, -0.0005257745634337138, 0.06505413511709916]","[array([1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0], dtype=int32), array([0, 1, 1, 2, 1, 0, 0, 0, 1, 2, 0, 1], dtype=int32), array([2, 1, 1, 3, 1, 3, 2, 2, 1, 0, 3, 1], dtype=int32), array([3, 2, 2, 1, 0, 1, 3, 3, 2, 4, 1, 2], dtype=int32), array([2, 5, 1, 0, 1, 3, 2, 2, 5, 4, 3, 5], dtype=int32), array([1, 0, 5, 6, 5, 1, 2, 4, 0, 3, 1, 0], dtype=int32), array([0, 1, 1, 6, 3, 0, 5, 2, 1, 4, 7, 1], dtype=int32), array([1, 6, 2, 4, 0, 1, 7, 8, 2, 3, 5, 2], dtype=int32), array([9, 8, 2, 4, 0, 1, 6, 3, 2, 7, 5, 2], dtype=int32), array([ 8,  9,  1,  4, 10,  2,  6,  0,  7,  3,  5,  7], dtype=int32)]",0.428886188950847
